Time,1648494671.1690123,On,c5
Time,1648494671.181811,On,g5
Time,1648494671.1968243,On,c4
Time,1648494673.0016952,On,g5
Time,1648494676.0192022,On,a4
Time,1648494676.0314224,On,f3
Time,1648494676.0444596,On,f5
Time,1648494676.0560138,On,g3
Time,1648494677.905916,On,f5
